,State Code,District Code,Sub District Code,Category,Name,Residence,Inhabited Villages,Uninhabited Villages,Towns,Households,Population (Person),Population (Male),Population (Female),Area,Population Density
13634,27,499,3961,SUB-DISTRICT,Yawal,Urban,0,0,2,12909,63308,32638,30670,58.04,1090.7649896623018
13635,27,499,3962,SUB-DISTRICT,Raver,Total,116,1,2,68623,312082,161149,150933,910.36,342.8116349575992
13636,27,499,3962,SUB-DISTRICT,Raver,Rural,116,1,0,59360,264459,136669,127790,906.09,291.86835744793564
13637,27,499,3962,SUB-DISTRICT,Raver,Urban,0,0,2,9263,47623,24480,23143,4.27,11152.927400468385
13638,27,499,3963,SUB-DISTRICT,Muktainagar,Total,80,5,0,36842,163444,84599,78845,639.34,255.6448837864047
13639,27,499,3963,SUB-DISTRICT,Muktainagar,Rural,80,5,0,36842,163444,84599,78845,639.34,255.6448837864047
13640,27,499,3963,SUB-DISTRICT,Muktainagar,Urban,0,0,0,0,0,0,0,0.0,0.0
13641,27,499,3964,SUB-DISTRICT,Bodvad,Total,51,2,0,20697,91799,47588,44211,372.31,246.5660336816094
13642,27,499,3964,SUB-DISTRICT,Bodvad,Rural,51,2,0,20697,91799,47588,44211,372.31,246.5660336816094
13643,27,499,3964,SUB-DISTRICT,Bodvad,Urban,0,0,0,0,0,0,0,0.0,0.0
13644,27,499,3965,SUB-DISTRICT,Bhusawal,Total,50,0,4,77407,359461,185551,173910,453.43,792.7596321372648
13645,27,499,3965,SUB-DISTRICT,Bhusawal,Rural,50,0,0,25698,112775,58443,54332,401.54,280.85620361607806
13646,27,499,3965,SUB-DISTRICT,Bhusawal,Urban,0,0,4,51709,246686,127108,119578,51.89,4754.018115243784
13647,27,499,3966,SUB-DISTRICT,Jalgaon,Total,86,1,1,146342,676041,353456,322585,822.22,822.2142492277006
13648,27,499,3966,SUB-DISTRICT,Jalgaon,Rural,86,1,0,46981,215813,112866,102947,753.98,286.2317302846229
13649,27,499,3966,SUB-DISTRICT,Jalgaon,Urban,0,0,1,99361,460228,240590,219638,68.24,6744.255568581478
13650,27,499,3967,SUB-DISTRICT,Erandol,Total,64,1,1,35227,166521,86304,80217,513.29,324.41894445635023
13651,27,499,3967,SUB-DISTRICT,Erandol,Rural,64,1,0,28992,135450,70304,65146,509.99,265.59344300868645
13652,27,499,3967,SUB-DISTRICT,Erandol,Urban,0,0,1,6235,31071,16000,15071,3.3,9415.454545454546
13653,27,499,3968,SUB-DISTRICT,Dharangaon,Total,88,1,1,36845,173447,90443,83004,501.98,345.52571815610185
13654,27,499,3968,SUB-DISTRICT,Dharangaon,Rural,88,1,0,30092,138072,72232,65840,497.21,277.6935298968243
13655,27,499,3968,SUB-DISTRICT,Dharangaon,Urban,0,0,1,6753,35375,18211,17164,4.77,7416.142557651992
13656,27,499,3969,SUB-DISTRICT,Amalner,Total,153,1,1,60739,287849,148593,139256,798.93,360.2931420775287
13657,27,499,3969,SUB-DISTRICT,Amalner,Rural,153,1,0,40997,191855,99029,92826,783.31,244.92857234045272
13658,27,499,3969,SUB-DISTRICT,Amalner,Urban,0,0,1,19742,95994,49564,46430,15.62,6145.582586427658
13659,27,499,3970,SUB-DISTRICT,Parola,Total,114,2,1,40157,196863,102887,93976,784.22,251.03032312361327
13660,27,499,3970,SUB-DISTRICT,Parola,Rural,114,2,0,32832,159197,83335,75862,780.0,204.09871794871796
13661,27,499,3970,SUB-DISTRICT,Parola,Urban,0,0,1,7325,37666,19552,18114,4.22,8925.592417061613
13662,27,499,3971,SUB-DISTRICT,Bhadgaon,Total,59,0,1,34945,162889,84510,78379,491.34,331.5199251027802
13663,27,499,3971,SUB-DISTRICT,Bhadgaon,Rural,59,0,0,27209,125675,65176,60499,443.07,283.64592502313405
13664,27,499,3971,SUB-DISTRICT,Bhadgaon,Urban,0,0,1,7736,37214,19334,17880,48.27,770.9550445411228
13665,27,499,3972,SUB-DISTRICT,Chalisgaon,Total,142,0,2,86332,414879,217381,197498,1210.92,342.6147061738182
13666,27,499,3972,SUB-DISTRICT,Chalisgaon,Rural,142,0,0,64096,306698,160956,145742,1187.4,258.2937510527202
13667,27,499,3972,SUB-DISTRICT,Chalisgaon,Urban,0,0,2,22236,108181,56425,51756,23.52,4599.53231292517
13668,27,499,3973,SUB-DISTRICT,Pachora,Total,126,1,2,61747,289628,150716,138912,812.78,356.34242968576984
13669,27,499,3973,SUB-DISTRICT,Pachora,Rural,126,1,0,49372,229808,119638,110170,794.43,289.2740707173697
13670,27,499,3973,SUB-DISTRICT,Pachora,Urban,0,0,2,12375,59820,31078,28742,18.35,3259.945504087193
13671,27,499,3974,SUB-DISTRICT,Jamner,Total,157,2,1,72025,349957,182630,167327,1349.68,259.2888684725268
13672,27,499,3974,SUB-DISTRICT,Jamner,Rural,157,2,0,62411,303195,158360,144835,1308.94,231.6339939187434
13673,27,499,3974,SUB-DISTRICT,Jamner,Urban,0,0,1,9614,46762,24270,22492,40.74,1147.815414825724
13674,27,500,0,DISTRICT,Buldana,Total,1300,144,12,561504,2586258,1337560,1248698,9661.0,267.70085912431426
13675,27,500,0,DISTRICT,Buldana,Rural,1300,144,0,451284,2037398,1055242,982156,9540.24,213.55835911884816
13676,27,500,0,DISTRICT,Buldana,Urban,0,0,12,110220,548860,282318,266542,120.76,4545.048029148725
13677,27,500,3975,SUB-DISTRICT,Jalgaon (Jamod),Total,110,14,1,33861,156623,80008,76615,600.56,260.79492473691226
13678,27,500,3975,SUB-DISTRICT,Jalgaon (Jamod),Rural,110,14,0,28466,128347,65458,62889,597.21,214.91100282982535
13679,27,500,3975,SUB-DISTRICT,Jalgaon (Jamod),Urban,0,0,1,5395,28276,14550,13726,3.35,8440.597014925374
13680,27,500,3976,SUB-DISTRICT,Sangrampur,Total,95,27,0,30590,137092,70369,66723,628.54,218.11181468164318
13681,27,500,3976,SUB-DISTRICT,Sangrampur,Rural,95,27,0,30590,137092,70369,66723,628.54,218.11181468164318
13682,27,500,3976,SUB-DISTRICT,Sangrampur,Urban,0,0,0,0,0,0,0,0.0,0.0
13683,27,500,3977,SUB-DISTRICT,Shegaon,Total,67,6,1,33751,156116,80676,75440,524.68,297.54517038957084
13684,27,500,3977,SUB-DISTRICT,Shegaon,Rural,67,6,0,21720,96444,50129,46315,518.85,185.8803122289679
13685,27,500,3977,SUB-DISTRICT,Shegaon,Urban,0,0,1,12031,59672,30547,29125,5.83,10235.334476843911
13686,27,500,3978,SUB-DISTRICT,Nandura,Total,102,9,1,39058,176018,90649,85369,534.86,329.0917249373668
13687,27,500,3978,SUB-DISTRICT,Nandura,Rural,102,9,0,30283,131599,67801,63798,517.77,254.16497672711822
13688,27,500,3978,SUB-DISTRICT,Nandura,Urban,0,0,1,8775,44419,22848,21571,17.09,2599.122293739029
13689,27,500,3979,SUB-DISTRICT,Malkapur,Total,66,7,1,38487,178534,92001,86533,456.0,391.5219298245614
13690,27,500,3979,SUB-DISTRICT,Malkapur,Rural,66,7,0,25608,110794,57308,53486,450.88,245.72835344215756
13691,27,500,3979,SUB-DISTRICT,Malkapur,Urban,0,0,1,12879,67740,34693,33047,5.12,13230.46875
13692,27,500,3980,SUB-DISTRICT,Motala,Total,109,14,0,36334,166598,85986,80612,774.12,215.209528238516
13693,27,500,3980,SUB-DISTRICT,Motala,Rural,109,14,0,36334,166598,85986,80612,774.12,215.209528238516
13694,27,500,3980,SUB-DISTRICT,Motala,Urban,0,0,0,0,0,0,0,0.0,0.0
13695,27,500,3981,SUB-DISTRICT,Khamgaon,Total,135,14,1,70208,320644,165840,154804,1211.87,264.58613547657757
13696,27,500,3981,SUB-DISTRICT,Khamgaon,Rural,135,14,0,51023,226453,117472,108981,1198.51,188.945440588731
13697,27,500,3981,SUB-DISTRICT,Khamgaon,Urban,0,0,1,19185,94191,48368,45823,13.36,7050.224550898204
13698,27,500,3982,SUB-DISTRICT,Mehkar,Total,139,21,1,58474,268316,138886,129430,1108.09,242.14278623577508
13699,27,500,3982,SUB-DISTRICT,Mehkar,Rural,139,21,0,49406,223068,115612,107456,1101.59,202.49639157944426
13700,27,500,3982,SUB-DISTRICT,Mehkar,Urban,0,0,1,9068,45248,23274,21974,6.5,6961.2307692307695
13701,27,500,3983,SUB-DISTRICT,Chikhli,Total,134,11,1,62739,285321,147505,137816,1113.0,256.3530997304582
13702,27,500,3983,SUB-DISTRICT,Chikhli,Rural,134,11,0,50875,227432,117528,109904,1105.1,205.80218984707267
13703,27,500,3983,SUB-DISTRICT,Chikhli,Urban,0,0,1,11864,57889,29977,27912,7.9,7327.721518987341
13704,27,500,3984,SUB-DISTRICT,Buldana,Total,96,1,2,60847,286992,148958,138034,796.73,360.2123680544224
13705,27,500,3984,SUB-DISTRICT,Buldana,Rural,96,1,0,43811,206244,107518,98726,783.13,263.3585739277004
13706,27,500,3984,SUB-DISTRICT,Buldana,Urban,0,0,2,17036,80748,41440,39308,13.6,5937.352941176471
13707,27,500,3985,SUB-DISTRICT,Deolgaon Raja,Total,60,4,1,26029,125350,65390,59960,476.05,263.3126772397857
13708,27,500,3985,SUB-DISTRICT,Deolgaon Raja,Rural,60,4,0,20057,94523,49436,45087,468.19,201.89025822849698
13709,27,500,3985,SUB-DISTRICT,Deolgaon Raja,Urban,0,0,1,5972,30827,15954,14873,7.86,3922.0101781170483
13710,27,500,3986,SUB-DISTRICT,Sindkhed Raja,Total,104,9,1,38045,176303,92023,84280,772.89,228.1087865026071
13711,27,500,3986,SUB-DISTRICT,Sindkhed Raja,Rural,104,9,0,34668,159869,83470,76399,733.4,217.98336514862285
13712,27,500,3986,SUB-DISTRICT,Sindkhed Raja,Urban,0,0,1,3377,16434,8553,7881,39.49,416.1559888579387
13713,27,500,3987,SUB-DISTRICT,Lonar,Total,83,7,1,33081,152351,79269,73082,663.61,229.57912026642154
13714,27,500,3987,SUB-DISTRICT,Lonar,Rural,83,7,0,28443,128935,67155,61780,662.95,194.48676370767024
13715,27,500,3987,SUB-DISTRICT,Lonar,Urban,0,0,1,4638,23416,12114,11302,0.66,35478.78787878788
13716,27,501,0,DISTRICT,Akola,Total,864,122,12,395690,1813906,932334,881572,5672.81,319.7544074277122
13717,27,501,0,DISTRICT,Akola,Rural,864,122,0,250160,1094165,563933,530232,5588.85,195.7764119631051
13718,27,501,0,DISTRICT,Akola,Urban,0,0,12,145530,719741,368401,351340,83.96,8572.427346355407
13719,27,501,3988,SUB-DISTRICT,Telhara,Total,94,7,1,37826,172359,88607,83752,609.68,282.70404146437477
13720,27,501,3988,SUB-DISTRICT,Telhara,Rural,94,7,0,33308,151373,77848,73525,608.58,248.73147326563475
13721,27,501,3988,SUB-DISTRICT,Telhara,Urban,0,0,1,4518,20986,10759,10227,1.1,19078.181818181816
13722,27,501,3989,SUB-DISTRICT,Akot,Total,148,32,1,55612,255540,131403,124137,850.07,300.61053795569774
13723,27,501,3989,SUB-DISTRICT,Akot,Rural,148,32,0,37171,162903,83670,79233,835.73,194.92300144783601
13724,27,501,3989,SUB-DISTRICT,Akot,Urban,0,0,1,18441,92637,47733,44904,14.34,6460.041841004184
13725,27,501,3990,SUB-DISTRICT,Balapur,Total,88,10,1,41112,189412,97371,92041,702.03,269.8061336410125
13726,27,501,3990,SUB-DISTRICT,Balapur,Rural,88,10,0,33351,144818,74462,70356,696.57,207.9015748596695
13727,27,501,3990,SUB-DISTRICT,Balapur,Urban,0,0,1,7761,44594,22909,21685,5.46,8167.399267399267
13728,27,501,3991,SUB-DISTRICT,Akola,Total,174,16,7,155360,733852,376443,357409,1140.58,643.4024794402848
13729,27,501,3991,SUB-DISTRICT,Akola,Rural,174,16,0,52693,233718,120632,113086,1088.2,214.77485756294797
13730,27,501,3991,SUB-DISTRICT,Akola,Urban,0,0,7,102667,500134,255811,244323,52.38,9548.186330660557
13731,27,501,3992,SUB-DISTRICT,Murtijapur,Total,148,15,1,40113,174650,89689,84961,820.39,212.8865539560453
13732,27,501,3992,SUB-DISTRICT,Murtijapur,Rural,148,15,0,31883,134355,69380,64975,814.89,164.8750138055443
13733,27,501,3992,SUB-DISTRICT,Murtijapur,Urban,0,0,1,8230,40295,20309,19986,5.5,7326.363636363636
13734,27,501,3993,SUB-DISTRICT,Patur,Total,86,9,1,31060,138730,71645,67085,737.09,188.21310830427763
13735,27,501,3993,SUB-DISTRICT,Patur,Rural,86,9,0,27147,117635,60765,56870,731.91,160.7233129756391
13736,27,501,3993,SUB-DISTRICT,Patur,Urban,0,0,1,3913,21095,10880,10215,5.18,4072.3938223938226
13737,27,501,3994,SUB-DISTRICT,Barshitakli,Total,126,33,0,34607,149363,77176,72187,812.97,183.72510670750458
13738,27,501,3994,SUB-DISTRICT,Barshitakli,Rural,126,33,0,34607,149363,77176,72187,812.97,183.72510670750458
13739,27,501,3994,SUB-DISTRICT,Barshitakli,Urban,0,0,0,0,0,0,0,0.0,0.0
13740,27,502,0,DISTRICT,Washim,Total,698,91,4,259464,1197160,620302,576858,4901.1900000000005,244.25904729259625
13741,27,502,0,DISTRICT,Washim,Rural,698,91,0,218403,985747,511727,474020,4821.1,204.4651635518865
13742,27,502,0,DISTRICT,Washim,Urban,0,0,4,41061,211413,108575,102838,80.09,2639.6928455487578
13743,27,502,3995,SUB-DISTRICT,Malegaon,Total,116,6,0,41289,189051,98035,91016,883.15,214.06442846628545
13744,27,502,3995,SUB-DISTRICT,Malegaon,Rural,116,6,0,41289,189051,98035,91016,883.15,214.06442846628545
13745,27,502,3995,SUB-DISTRICT,Malegaon,Urban,0,0,0,0,0,0,0,0.0,0.0
13746,27,502,3996,SUB-DISTRICT,Mangrulpir,Total,119,17,1,38162,175208,90882,84326,736.21,237.9864440852474
13747,27,502,3996,SUB-DISTRICT,Mangrulpir,Rural,119,17,0,32332,144225,74919,69306,731.88,197.0609936055091
13748,27,502,3996,SUB-DISTRICT,Mangrulpir,Urban,0,0,1,5830,30983,15963,15020,4.33,7155.4272517321015
13749,27,502,3997,SUB-DISTRICT,Karanja,Total,133,34,1,47633,213824,109763,104061,823.5,259.65270188221007
13750,27,502,3997,SUB-DISTRICT,Karanja,Rural,133,34,0,34538,145917,75060,70857,809.95,180.1555651583431
13751,27,502,3997,SUB-DISTRICT,Karanja,Urban,0,0,1,13095,67907,34703,33204,13.55,5011.586715867158
13752,27,502,3998,SUB-DISTRICT,Manora,Total,113,24,0,35502,156344,80931,75413,753.95,207.3665362424564
13753,27,502,3998,SUB-DISTRICT,Manora,Rural,113,24,0,35502,156344,80931,75413,753.95,207.3665362424564
13754,27,502,3998,SUB-DISTRICT,Manora,Urban,0,0,0,0,0,0,0,0.0,0.0
13755,27,502,3999,SUB-DISTRICT,Washim,Total,121,7,1,53601,255188,132758,122430,879.64,290.105042972125
13756,27,502,3999,SUB-DISTRICT,Washim,Rural,121,7,0,38208,176801,92496,84305,831.84,212.54207539911522
13757,27,502,3999,SUB-DISTRICT,Washim,Urban,0,0,1,15393,78387,40262,38125,47.8,1639.8953974895398
13758,27,502,4000,SUB-DISTRICT,Risod,Total,96,3,1,43277,207545,107933,99612,824.74,251.64900453476247
13759,27,502,4000,SUB-DISTRICT,Risod,Rural,96,3,0,36534,173409,90286,83123,810.33,213.99800081448296
13760,27,502,4000,SUB-DISTRICT,Risod,Urban,0,0,1,6743,34136,17647,16489,14.41,2368.910478834143
13761,27,503,0,DISTRICT,Amravati,Total,1637,360,12,647451,2888445,1480768,1407677,12210.0,236.56388206388206
13762,27,503,0,DISTRICT,Amravati,Rural,1637,360,0,430282,1851158,950633,900525,11967.64,154.680287842883
13763,27,503,0,DISTRICT,Amravati,Urban,0,0,12,217169,1037287,530135,507152,242.36,4279.943059910876
13764,27,503,4001,SUB-DISTRICT,Dharni,Total,152,4,1,35596,184665,93898,90767,1495.55,123.47631306208419
13765,27,503,4001,SUB-DISTRICT,Dharni,Rural,152,4,0,32362,168904,85823,83081,1486.8,113.60236750067259
13766,27,503,4001,SUB-DISTRICT,Dharni,Urban,0,0,1,3234,15761,8075,7686,8.75,1801.2571428571428
13767,27,503,4002,SUB-DISTRICT,Chikhaldara,Total,161,32,1,23494,118815,60723,58092,2476.97,47.96788011158795
13768,27,503,4002,SUB-DISTRICT,Chikhaldara,Rural,161,32,0,22546,113657,57934,55723,2473.03,45.958601391814895
13769,27,503,4002,SUB-DISTRICT,Chikhaldara,Urban,0,0,1,948,5158,2789,2369,3.94,1309.1370558375634
13770,27,503,4003,SUB-DISTRICT,Anjangaon Surji,Total,105,22,1,36355,160903,82679,78224,530.5,303.3044297832234
13771,27,503,4003,SUB-DISTRICT,Anjangaon Surji,Rural,105,22,0,25187,104523,53662,50861,527.16,198.27566583200547
13772,27,503,4003,SUB-DISTRICT,Anjangaon Surji,Urban,0,0,1,11168,56380,29017,27363,3.34,16880.239520958086
13773,27,503,4004,SUB-DISTRICT,Achalpur,Total,140,31,1,59759,279479,143866,135613,666.89,419.0781088335408
13774,27,503,4004,SUB-DISTRICT,Achalpur,Rural,140,31,0,38003,167168,85758,81410,650.35,257.04313062197275
13775,27,503,4004,SUB-DISTRICT,Achalpur,Urban,0,0,1,21756,112311,58108,54203,16.54,6790.2660217654175
13776,27,503,4005,SUB-DISTRICT,Chandurbazar,Total,136,33,1,44598,196258,100729,95529,686.17,286.0194995409301
13777,27,503,4005,SUB-DISTRICT,Chandurbazar,Rural,136,33,0,41000,177499,91200,86299,684.19,259.42939826656334
13778,27,503,4005,SUB-DISTRICT,Chandurbazar,Urban,0,0,1,3598,18759,9529,9230,1.98,9474.242424242424
13779,27,503,4006,SUB-DISTRICT,Morshi,Total,104,62,1,42454,182484,93783,88701,804.39,226.8601051728639
13780,27,503,4006,SUB-DISTRICT,Morshi,Rural,104,62,0,34186,145151,74752,70399,786.8,184.48271479410272
13781,27,503,4006,SUB-DISTRICT,Morshi,Urban,0,0,1,8268,37333,19031,18302,17.59,2122.399090392268
13782,27,503,4007,SUB-DISTRICT,Warud,Total,124,15,2,51927,224984,115687,109297,742.75,302.9067653988556
13783,27,503,4007,SUB-DISTRICT,Warud,Rural,124,15,0,37267,157754,81278,76476,684.1,230.60078935828093
13784,27,503,4007,SUB-DISTRICT,Warud,Urban,0,0,2,14660,67230,34409,32821,58.65,1146.291560102302
13785,27,503,4008,SUB-DISTRICT,Teosa,Total,71,24,0,25429,104728,53811,50917,545.02,192.15441635169353
13786,27,503,4008,SUB-DISTRICT,Teosa,Rural,71,24,0,25429,104728,53811,50917,545.02,192.15441635169353
13787,27,503,4008,SUB-DISTRICT,Teosa,Urban,0,0,0,0,0,0,0,0.0,0.0
13788,27,503,4009,SUB-DISTRICT,Amravati,Total,109,20,1,169937,788327,403226,385101,904.24,871.8116871627002
13789,27,503,4009,SUB-DISTRICT,Amravati,Rural,109,20,0,33141,141270,73234,68036,782.59,180.5159789928315
13790,27,503,4009,SUB-DISTRICT,Amravati,Urban,0,0,1,136796,647057,329992,317065,121.65,5319.0053431976985
13791,27,503,4010,SUB-DISTRICT,Bhatkuli,Total,109,28,0,27142,113109,58015,55094,581.23,194.60282504344235
13792,27,503,4010,SUB-DISTRICT,Bhatkuli,Rural,109,28,0,27142,113109,58015,55094,581.23,194.60282504344235
13793,27,503,4010,SUB-DISTRICT,Bhatkuli,Urban,0,0,0,0,0,0,0,0.0,0.0
13794,27,503,4011,SUB-DISTRICT,Daryapur,Total,133,17,1,41867,175061,89680,85381,784.01,223.28924375964593
13795,27,503,4011,SUB-DISTRICT,Daryapur,Rural,133,17,0,34242,138598,71090,67508,779.87,177.71936348365753
13796,27,503,4011,SUB-DISTRICT,Daryapur,Urban,0,0,1,7625,36463,18590,17873,4.14,8807.487922705315
13797,27,503,4012,SUB-DISTRICT,Nandgaon-Khandeshwar,Total,131,30,0,32514,129810,66661,63149,786.95,164.95330071796175
13798,27,503,4012,SUB-DISTRICT,Nandgaon-Khandeshwar,Rural,131,30,0,32514,129810,66661,63149,786.95,164.95330071796175
13799,27,503,4012,SUB-DISTRICT,Nandgaon-Khandeshwar,Urban,0,0,0,0,0,0,0,0.0,0.0
13800,27,503,4013,SUB-DISTRICT,Chandur Railway,Total,78,14,1,23606,96907,49727,47180,561.84,172.4814893919977
13801,27,503,4013,SUB-DISTRICT,Chandur Railway,Rural,78,14,0,19269,77131,39745,37386,559.3,137.90631146075452
13802,27,503,4013,SUB-DISTRICT,Chandur Railway,Urban,0,0,1,4337,19776,9982,9794,2.54,7785.826771653543
13803,27,503,4014,SUB-DISTRICT,Dhamangaon Railway,Total,84,28,1,32773,132915,68283,64632,643.49,206.55332639201853
13804,27,503,4014,SUB-DISTRICT,Dhamangaon Railway,Rural,84,28,0,27994,111856,57670,54186,640.25,174.70675517376026
13805,27,503,4014,SUB-DISTRICT,Dhamangaon Railway,Urban,0,0,1,4779,21059,10613,10446,3.24,6499.691358024691
13806,27,504,0,DISTRICT,Wardha,Total,973,403,13,309846,1300774,668385,632389,6309.0,206.17752417181805
13807,27,504,0,DISTRICT,Wardha,Rural,973,403,0,212493,877474,451874,425600,6219.99,141.07321715951312
13808,27,504,0,DISTRICT,Wardha,Urban,0,0,13,97353,423300,216511,206789,89.01,4755.645433097405
13809,27,504,4015,SUB-DISTRICT,Ashti,Total,84,74,0,18242,76276,39319,36957,551.67,138.26381713705658
13810,27,504,4015,SUB-DISTRICT,Ashti,Rural,84,74,0,18242,76276,39319,36957,551.67,138.26381713705658
13811,27,504,4015,SUB-DISTRICT,Ashti,Urban,0,0,0,0,0,0,0,0.0,0.0
13812,27,504,4016,SUB-DISTRICT,Karanja,Total,95,26,0,21670,90462,46237,44225,751.12,120.43614868463095
13813,27,504,4016,SUB-DISTRICT,Karanja,Rural,95,26,0,21670,90462,46237,44225,751.12,120.43614868463095
13814,27,504,4016,SUB-DISTRICT,Karanja,Urban,0,0,0,0,0,0,0,0.0,0.0
13815,27,504,4017,SUB-DISTRICT,Arvi,Total,146,74,1,34805,145981,75179,70802,908.27,160.72423398328692
13816,27,504,4017,SUB-DISTRICT,Arvi,Rural,146,74,0,25255,103159,53221,49938,901.49,114.43166313547572
13817,27,504,4017,SUB-DISTRICT,Arvi,Urban,0,0,1,9550,42822,21958,20864,6.78,6315.929203539823
13818,27,504,4018,SUB-DISTRICT,Seloo,Total,133,37,1,30827,129647,66568,63079,765.13,169.44440813979324
13819,27,504,4018,SUB-DISTRICT,Seloo,Rural,133,37,0,27889,116789,59970,56819,758.08,154.0589383706205
13820,27,504,4018,SUB-DISTRICT,Seloo,Urban,0,0,1,2938,12858,6598,6260,7.05,1823.8297872340427
13821,27,504,4019,SUB-DISTRICT,Wardha,Total,107,41,8,84075,357476,182373,175103,774.67,461.4558457149496
13822,27,504,4019,SUB-DISTRICT,Wardha,Rural,107,41,0,34801,144874,74564,70310,716.34,202.24195214562917
13823,27,504,4019,SUB-DISTRICT,Wardha,Urban,0,0,8,49274,212602,107809,104793,58.33,3644.813989370821
13824,27,504,4020,SUB-DISTRICT,Deoli,Total,104,46,2,38525,159877,82286,77591,680.91,234.79901895992128
13825,27,504,4020,SUB-DISTRICT,Deoli,Rural,104,46,0,26343,106664,54717,51947,676.83,157.59348728632006
13826,27,504,4020,SUB-DISTRICT,Deoli,Urban,0,0,2,12182,53213,27569,25644,4.08,13042.401960784313
13827,27,504,4021,SUB-DISTRICT,Hinganghat,Total,138,49,1,53349,224017,115835,108182,910.83,245.9482010913123
13828,27,504,4021,SUB-DISTRICT,Hinganghat,Rural,138,49,0,29940,122212,63258,58954,898.06,136.08444870053228
13829,27,504,4021,SUB-DISTRICT,Hinganghat,Urban,0,0,1,23409,101805,52577,49228,12.77,7972.200469851214
13830,27,504,4022,SUB-DISTRICT,Samudrapur,Total,166,56,0,28353,117038,60588,56450,966.4,121.10720198675497
13831,27,504,4022,SUB-DISTRICT,Samudrapur,Rural,166,56,0,28353,117038,60588,56450,966.4,121.10720198675497
13832,27,504,4022,SUB-DISTRICT,Samudrapur,Urban,0,0,0,0,0,0,0,0.0,0.0
13833,27,505,0,DISTRICT,Nagpur,Total,1617,242,41,1041544,4653570,2384975,2268595,9892.0,470.4377274565305
13834,27,505,0,DISTRICT,Nagpur,Rural,1617,242,0,339997,1474811,758357,716454,9409.05,156.7438795627614
13835,27,505,0,DISTRICT,Nagpur,Urban,0,0,41,701547,3178759,1626618,1552141,482.95,6581.962936121752
13836,27,505,4023,SUB-DISTRICT,Narkhed,Total,128,26,2,34398,147907,75993,71914,702.96,210.40599749630135
13837,27,505,4023,SUB-DISTRICT,Narkhed,Rural,128,26,0,27638,118003,60742,57261,692.35,170.43836210009388
13838,27,505,4023,SUB-DISTRICT,Narkhed,Urban,0,0,2,6760,29904,15251,14653,10.61,2818.4731385485393
13839,27,505,4024,SUB-DISTRICT,Katol,Total,163,23,1,37710,163808,83917,79891,903.97,181.2095534143832
13840,27,505,4024,SUB-DISTRICT,Katol,Rural,163,23,0,27844,120541,61853,58688,884.23,136.32312859776303
13841,27,505,4024,SUB-DISTRICT,Katol,Urban,0,0,1,9866,43267,22064,21203,19.74,2191.843971631206
13842,27,505,4025,SUB-DISTRICT,Kalameshwar,Total,97,8,3,28573,122363,62878,59485,508.16,240.79620591939545
13843,27,505,4025,SUB-DISTRICT,Kalameshwar,Rural,97,8,0,19950,85457,43904,41553,485.11,176.1600461750943
13844,27,505,4025,SUB-DISTRICT,Kalameshwar,Urban,0,0,3,8623,36906,18974,17932,23.05,1601.1279826464208
13845,27,505,4026,SUB-DISTRICT,Savner,Total,123,6,7,51327,229450,118645,110805,645.61,355.40031907808117
13846,27,505,4026,SUB-DISTRICT,Savner,Rural,123,6,0,29275,127436,65923,61513,618.53,206.03042698009799
13847,27,505,4026,SUB-DISTRICT,Savner,Urban,0,0,7,22052,102014,52722,49292,27.08,3767.134416543575
13848,27,505,4027,SUB-DISTRICT,Parseoni,Total,107,7,3,30605,143019,73170,69849,804.84,177.6986730281795
13849,27,505,4027,SUB-DISTRICT,Parseoni,Rural,107,7,0,21214,95709,48895,46814,779.77,122.74003872936892
13850,27,505,4027,SUB-DISTRICT,Parseoni,Urban,0,0,3,9391,47310,24275,23035,25.07,1887.116074990028
13851,27,505,4028,SUB-DISTRICT,Ramtek,Total,145,11,2,35249,158643,80638,78005,1168.25,135.79542050074897
13852,27,505,4028,SUB-DISTRICT,Ramtek,Rural,145,11,0,29168,131234,66801,64433,1157.54,113.37318796758643
13853,27,505,4028,SUB-DISTRICT,Ramtek,Urban,0,0,2,6081,27409,13837,13572,10.71,2559.1970121381883
13854,27,505,4029,SUB-DISTRICT,Mauda,Total,118,5,1,31730,139776,72219,67557,619.42,225.65625908107586
13855,27,505,4029,SUB-DISTRICT,Mauda,Rural,118,5,0,28254,125170,64655,60515,606.36,206.42852430899134
13856,27,505,4029,SUB-DISTRICT,Mauda,Urban,0,0,1,3476,14606,7564,7042,13.06,1118.3767228177642
13857,27,505,4030,SUB-DISTRICT,Kamptee,Total,73,1,5,50307,238870,123798,115072,402.88,592.9060762509929
13858,27,505,4030,SUB-DISTRICT,Kamptee,Rural,73,1,0,21760,96091,49877,46214,365.74,262.7303548969213
13859,27,505,4030,SUB-DISTRICT,Kamptee,Urban,0,0,5,28547,142779,73921,68858,37.14,3844.345718901454
13860,27,505,4031,SUB-DISTRICT,Nagpur (Rural),Total,138,15,8,70781,302195,156483,145712,659.594494040872,458.1527025015985
13861,27,505,4031,SUB-DISTRICT,Nagpur (Rural),Rural,138,15,0,34266,148418,76606,71812,610.4044940408719,243.14696475688484
13862,27,505,4031,SUB-DISTRICT,Nagpur (Rural),Urban,0,0,8,36515,153777,79877,73900,49.19,3126.184183777191
13863,27,505,4032,SUB-DISTRICT,Nagpur (Urban),Total,0,0,1,527634,2405665,1225405,1180260,217.56,11057.47839676411
