,District Code,Age Group,Total Persons
1243,323,35-39,60165
1244,323,40-44,48003
1245,323,45-49,41987
1246,323,50-54,31997
1247,323,55-59,22827
1248,323,60-64,22067
1249,323,65-69,16792
1250,323,70-74,12744
1251,323,75-79,5529
1252,323,80+,5853
1253,323,Age not stated,449
1254,324,All ages,950075
1255,324,0-4,84122
1256,324,5-9,98774
1257,324,10-14,105760
1258,324,15-19,97629
1259,324,20-24,87953
1260,324,25-29,88851
1261,324,30-34,73632
1262,324,35-39,73872
1263,324,40-44,58439
1264,324,45-49,50339
1265,324,50-54,36552
1266,324,55-59,27126
1267,324,60-64,24530
1268,324,65-69,16782
1269,324,70-74,12505
1270,324,75-79,5807
1271,324,80+,6781
1272,324,Age not stated,621
1273,325,All ages,928500
1274,325,0-4,107190
1275,325,5-9,121542
1276,325,10-14,109659
1277,325,15-19,84706
1278,325,20-24,80066
1279,325,25-29,80273
1280,325,30-34,66184
1281,325,35-39,63904
1282,325,40-44,51337
1283,325,45-49,45100
1284,325,50-54,34189
1285,325,55-59,23975
1286,325,60-64,22149
1287,325,65-69,14005
1288,325,70-74,11746
1289,325,75-79,5340
1290,325,80+,6698
1291,325,Age not stated,437
1292,326,All ages,831668
1293,326,0-4,77490
1294,326,5-9,90665
1295,326,10-14,93111
1296,326,15-19,82688
1297,326,20-24,78545
1298,326,25-29,76715
1299,326,30-34,62586
1300,326,35-39,62392
1301,326,40-44,50814
1302,326,45-49,45726
1303,326,50-54,33129
1304,326,55-59,23443
1305,326,60-64,20593
1306,326,65-69,12850
1307,326,70-74,10037
1308,326,75-79,4511
1309,326,80+,5399
1310,326,Age not stated,974
1311,203,All ages,3935042
1312,203,0-4,509830
1313,203,5-9,615677
1314,203,10-14,526888
1315,203,15-19,331086
1316,203,20-24,278401
1317,203,25-29,282323
1318,203,30-34,274148
1319,203,35-39,253856
1320,203,40-44,197574
1321,203,45-49,162627
1322,203,50-54,125414
1323,203,55-59,103876
1324,203,60-64,113023
1325,203,65-69,75680
1326,203,70-74,46277
1327,203,75-79,15630
1328,203,80+,17893
1329,203,Age not stated,4839
1330,204,All ages,5099371
1331,204,0-4,674726
1332,204,5-9,799329
1333,204,10-14,685087
1334,204,15-19,421622
1335,204,20-24,365803
1336,204,25-29,369855
1337,204,30-34,348944
1338,204,35-39,320042
1339,204,40-44,248016
1340,204,45-49,205338
1341,204,50-54,159818
1342,204,55-59,137994
1343,204,60-64,149816
1344,204,65-69,93765
1345,204,70-74,59967
1346,204,75-79,21243
1347,204,80+,25406
1348,204,Age not stated,12600
1349,205,All ages,656246
1350,205,0-4,86516
1351,205,5-9,97812
1352,205,10-14,87688
1353,205,15-19,55574
1354,205,20-24,47865
1355,205,25-29,45786
1356,205,30-34,42958
1357,205,35-39,40126
1358,205,40-44,31347
1359,205,45-49,25478
1360,205,50-54,19820
1361,205,55-59,17750
1362,205,60-64,22089
1363,205,65-69,16320
1364,205,70-74,9666
1365,205,75-79,3649
1366,205,80+,4104
1367,205,Age not stated,1698
1368,206,All ages,3423574
1369,206,0-4,444809
1370,206,5-9,510474
1371,206,10-14,459182
1372,206,15-19,292234
1373,206,20-24,256750
1374,206,25-29,242891
1375,206,30-34,228548
1376,206,35-39,207509
1377,206,40-44,167140
1378,206,45-49,136785
1379,206,50-54,107367
1380,206,55-59,91739
1381,206,60-64,102870
1382,206,65-69,69375
1383,206,70-74,42960
1384,206,75-79,15898
1385,206,80+,18826
1386,206,Age not stated,28217
1387,207,All ages,4487379
1388,207,0-4,541301
1389,207,5-9,651850
1390,207,10-14,604694
1391,207,15-19,392964
1392,207,20-24,340878
1393,207,25-29,328768
1394,207,30-34,308226
1395,207,35-39,284956
1396,207,40-44,226055
1397,207,45-49,190187
1398,207,50-54,147276
1399,207,55-59,126740
1400,207,60-64,135403
1401,207,65-69,93395
1402,207,70-74,57556
1403,207,75-79,23813
1404,207,80+,27716
1405,207,Age not stated,5601
1406,208,All ages,2229076
1407,208,0-4,295376
1408,208,5-9,343972
1409,208,10-14,304876
1410,208,15-19,175255
1411,208,20-24,164616
1412,208,25-29,169343
1413,208,30-34,154490
1414,208,35-39,140022
1415,208,40-44,108571
1416,208,45-49,91937
1417,208,50-54,70308
1418,208,55-59,59465
1419,208,60-64,58597
1420,208,65-69,41234
1421,208,70-74,24608
1422,208,75-79,10433
1423,208,80+,12965
1424,208,Age not stated,3008
1425,209,All ages,2811569
1426,209,0-4,390464
1427,209,5-9,442536
1428,209,10-14,384787
1429,209,15-19,242051
1430,209,20-24,208174
1431,209,25-29,204931
1432,209,30-34,185551
1433,209,35-39,174334
1434,209,40-44,137862
1435,209,45-49,114265
1436,209,50-54,86580
1437,209,55-59,68922
1438,209,60-64,69851
1439,209,65-69,47840
1440,209,70-74,28012
1441,209,75-79,10398
1442,209,80+,12488
1443,209,Age not stated,2523
1444,210,All ages,1690400
1445,210,0-4,235019
1446,210,5-9,260905
1447,210,10-14,235574
1448,210,15-19,164326
1449,210,20-24,126113
1450,210,25-29,117678
1451,210,30-34,102972
1452,210,35-39,101549
1453,210,40-44,85148
1454,210,45-49,71445
1455,210,50-54,54157
1456,210,55-59,39926
1457,210,60-64,39444
1458,210,65-69,26147
1459,210,70-74,15764
1460,210,75-79,5657
1461,210,80+,7352
1462,210,Age not stated,1224
1463,211,All ages,3264619
1464,211,0-4,446102
1465,211,5-9,495231
1466,211,10-14,439691
1467,211,15-19,290647
1468,211,20-24,250487
1469,211,25-29,233354
1470,211,30-34,210625
1471,211,35-39,196360
1472,211,40-44,158445
1473,211,45-49,131126
1474,211,50-54,100611
1475,211,55-59,80476
1476,211,60-64,80592
1477,211,65-69,53293
1478,211,70-74,30889
1479,211,75-79,11268
1480,211,80+,15563
1481,211,Age not stated,39859
1482,212,All ages,3071029
1483,212,0-4,421448
1484,212,5-9,465853
1485,212,10-14,420901
1486,212,15-19,278480
1487,212,20-24,242945
1488,212,25-29,224575
1489,212,30-34,197318
1490,212,35-39,186608
1491,212,40-44,150829
1492,212,45-49,125648
1493,212,50-54,97414
1494,212,55-59,75404
1495,212,60-64,72711
1496,212,65-69,48971
1497,212,70-74,31811
1498,212,75-79,12040
1499,212,80+,15132
1500,212,Age not stated,2941
1501,213,All ages,2001762
1502,213,0-4,270598
1503,213,5-9,315098
1504,213,10-14,267793
1505,213,15-19,158110
1506,213,20-24,150313
1507,213,25-29,149859
1508,213,30-34,138982
1509,213,35-39,125070
1510,213,40-44,98141
1511,213,45-49,82042
1512,213,50-54,62735
1513,213,55-59,53088
1514,213,60-64,53330
1515,213,65-69,34388
1516,213,70-74,21315
1517,213,75-79,7819
1518,213,80+,9707
1519,213,Age not stated,3374
1520,214,All ages,1900661
1521,214,0-4,260766
1522,214,5-9,295181
1523,214,10-14,252545
1524,214,15-19,150693
1525,214,20-24,147119
1526,214,25-29,143388
1527,214,30-34,130181
1528,214,35-39,116093
1529,214,40-44,92822
1530,214,45-49,76767
1531,214,50-54,58806
1532,214,55-59,49404
1533,214,60-64,51055
1534,214,65-69,33950
1535,214,70-74,21301
1536,214,75-79,8691
1537,214,80+,10663
1538,214,Age not stated,1236
1539,215,All ages,3937385
1540,215,0-4,488423
1541,215,5-9,563494
1542,215,10-14,530531
1543,215,15-19,362906
1544,215,20-24,308335
1545,215,25-29,281655
1546,215,30-34,260582
1547,215,35-39,241664
1548,215,40-44,197030
1549,215,45-49,166695
1550,215,50-54,129301
1551,215,55-59,108768
1552,215,60-64,115390
1553,215,65-69,83580
1554,215,70-74,50044
1555,215,75-79,20059
1556,215,80+,22172
1557,215,Age not stated,6756
1558,216,All ages,4801062
1559,216,0-4,570363
1560,216,5-9,652308
1561,216,10-14,624324
1562,216,15-19,439487
1563,216,20-24,375457
1564,216,25-29,354796
1565,216,30-34,331339
1566,216,35-39,304866
1567,216,40-44,242682
1568,216,45-49,200302
1569,216,50-54,156432
1570,216,55-59,137659
1571,216,60-64,157249
1572,216,65-69,112522
1573,216,70-74,70902
1574,216,75-79,27700
1575,216,80+,34644
1576,216,Age not stated,8030
1577,217,All ages,2562012
1578,217,0-4,294316
1579,217,5-9,370409
1580,217,10-14,360209
1581,217,15-19,259925
1582,217,20-24,184707
1583,217,25-29,173241
1584,217,30-34,162609
1585,217,35-39,154206
1586,217,40-44,124301
1587,217,45-49,105086
1588,217,50-54,84265
1589,217,55-59,74485
1590,217,60-64,82871
1591,217,65-69,54461
1592,217,70-74,39528
1593,217,75-79,15713
1594,217,80+,19339
1595,217,Age not stated,2341
1596,218,All ages,3330464
1597,218,0-4,359530
1598,218,5-9,459640
1599,218,10-14,465065
1600,218,15-19,350890
1601,218,20-24,250016
1602,218,25-29,230307
1603,218,30-34,215126
1604,218,35-39,202488
1605,218,40-44,161635
1606,218,45-49,134348
1607,218,50-54,105872
1608,218,55-59,94180
1609,218,60-64,111812
1610,218,65-69,79283
1611,218,70-74,56477
1612,218,75-79,22830
1613,218,80+,27845
1614,218,Age not stated,3120
1615,219,All ages,3951862
1616,219,0-4,447100
1617,219,5-9,554676
1618,219,10-14,544769
1619,219,15-19,403131
1620,219,20-24,293745
1621,219,25-29,272694
1622,219,30-34,254354
1623,219,35-39,239584
1624,219,40-44,193066
1625,219,45-49,160027
1626,219,50-54,126565
1627,219,55-59,110272
1628,219,60-64,127706
1629,219,65-69,93088
1630,219,70-74,67308
1631,219,75-79,27719
1632,219,80+,32728
1633,219,Age not stated,3330
1634,220,All ages,3495021
1635,220,0-4,409152
1636,220,5-9,458820
1637,220,10-14,455565
1638,220,15-19,312449
1639,220,20-24,281636
1640,220,25-29,259079
1641,220,30-34,238959
1642,220,35-39,213899
1643,220,40-44,169507
1644,220,45-49,136767
1645,220,50-54,106144
1646,220,55-59,93309
1647,220,60-64,104294
1648,220,65-69,79595
1649,220,70-74,52095
1650,220,75-79,21842
1651,220,80+,28753
1652,220,Age not stated,73156
1653,221,All ages,4261566
1654,221,0-4,541232
1655,221,5-9,612408
1656,221,10-14,584896
1657,221,15-19,371310
1658,221,20-24,341312
1659,221,25-29,315772
1660,221,30-34,288854
1661,221,35-39,254383
1662,221,40-44,200698
1663,221,45-49,169404
1664,221,50-54,135333
1665,221,55-59,117349
1666,221,60-64,125880
1667,221,65-69,86713
1668,221,70-74,55097
1669,221,75-79,22519
1670,221,80+,25921
1671,221,Age not stated,12485
1672,222,All ages,2970541
1673,222,0-4,367734
1674,222,5-9,429605
1675,222,10-14,412088
1676,222,15-19,265781
1677,222,20-24,245902
1678,222,25-29,230578
1679,222,30-34,206795
1680,222,35-39,183090
1681,222,40-44,141230
1682,222,45-49,113759
1683,222,50-54,87649
1684,222,55-59,74549
1685,222,60-64,83714
1686,222,65-69,56420
1687,222,70-74,36276
1688,222,75-79,13860
1689,222,80+,17528
1690,222,Age not stated,3983
1691,223,All ages,1666886
1692,223,0-4,230391
1693,223,5-9,256917
1694,223,10-14,230659
1695,223,15-19,142900
1696,223,20-24,130795
1697,223,25-29,122983
1698,223,30-34,111990
1699,223,35-39,101096
1700,223,40-44,78678
1701,223,45-49,63767
1702,223,50-54,48447
1703,223,55-59,40282
1704,223,60-64,43379
1705,223,65-69,30346
1706,223,70-74,18167
1707,223,75-79,6741
1708,223,80+,8434
1709,223,Age not stated,914
1710,224,All ages,3037766
1711,224,0-4,365123
1712,224,5-9,427050
1713,224,10-14,399054
1714,224,15-19,283976
1715,224,20-24,246480
1716,224,25-29,231196
1717,224,30-34,207274
1718,224,35-39,191368
1719,224,40-44,151916
1720,224,45-49,124102
1721,224,50-54,96960
1722,224,55-59,80375
1723,224,60-64,87101
1724,224,65-69,61029
1725,224,70-74,38720
1726,224,75-79,14888
1727,224,80+,18581
1728,224,Age not stated,12573
1729,225,All ages,2034763
1730,225,0-4,252194
1731,225,5-9,290282
1732,225,10-14,260896
1733,225,15-19,174756
1734,225,20-24,157870
1735,225,25-29,155237
1736,225,30-34,141306
1737,225,35-39,131150
1738,225,40-44,104367
1739,225,45-49,85257
1740,225,50-54,66168
1741,225,55-59,54825
1742,225,60-64,59163
1743,225,65-69,43437
1744,225,70-74,29181
1745,225,75-79,11464
1746,225,80+,14625
1747,225,Age not stated,2585
1748,226,All ages,1367765
1749,226,0-4,154566
1750,226,5-9,178687
1751,226,10-14,174685
1752,226,15-19,131384
1753,226,20-24,113935
1754,226,25-29,106890
1755,226,30-34,96091
1756,226,35-39,87575
1757,226,40-44,72219
1758,226,45-49,60828
1759,226,50-54,47195
1760,226,55-59,37955
1761,226,60-64,39637
1762,226,65-69,27670
1763,226,70-74,19037
1764,226,75-79,7654
1765,226,80+,9171
1766,226,Age not stated,2586
1767,227,All ages,1000912
1768,227,0-4,125356
1769,227,5-9,146641
1770,227,10-14,134594
1771,227,15-19,91127
1772,227,20-24,78164
1773,227,25-29,74760
1774,227,30-34,68206
1775,227,35-39,61945
1776,227,40-44,48890
1777,227,45-49,39799
1778,227,50-54,31494
1779,227,55-59,25965
1780,227,60-64,28229
1781,227,65-69,20297
1782,227,70-74,13630
1783,227,75-79,5140
1784,227,80+,5900
1785,227,Age not stated,775
1786,228,All ages,636342
1787,228,0-4,80772
1788,228,5-9,95168
1789,228,10-14,86377
1790,228,15-19,56663
1791,228,20-24,48697
1792,228,25-29,45798
1793,228,30-34,42064
1794,228,35-39,38632
1795,228,40-44,30957
1796,228,45-49,25245
1797,228,50-54,19384
1798,228,55-59,16785
1799,228,60-64,19151
1800,228,65-69,13037
1801,228,70-74,8882
1802,228,75-79,3560
1803,228,80+,4246
1804,228,Age not stated,924
1805,229,All ages,2877653
1806,229,0-4,345016
1807,229,5-9,410670
1808,229,10-14,375815
1809,229,15-19,258764
1810,229,20-24,224277
1811,229,25-29,214586
1812,229,30-34,199555
1813,229,35-39,178418
1814,229,40-44,145922
1815,229,45-49,118302
1816,229,50-54,91804
1817,229,55-59,78170
1818,229,60-64,87128
1819,229,65-69,64918
1820,229,70-74,43393
1821,229,75-79,17762
1822,229,80+,19954
1823,229,Age not stated,3199
1824,230,All ages,5838465
1825,230,0-4,629479
1826,230,5-9,744089
1827,230,10-14,723673
1828,230,15-19,573514
1829,230,20-24,492670
1830,230,25-29,463139
1831,230,30-34,425675
1832,230,35-39,383353
1833,230,40-44,313543
1834,230,45-49,260083
1835,230,50-54,202257
1836,230,55-59,165602
1837,230,60-64,168354
1838,230,65-69,115856
1839,230,70-74,81827
1840,230,75-79,35930
1841,230,80+,45812
1842,230,Age not stated,13609
1843,231,All ages,2728407
1844,231,0-4,299259
1845,231,5-9,375911
1846,231,10-14,357014
1847,231,15-19,268265
1848,231,20-24,217957
1849,231,25-29,203981
1850,231,30-34,187150
1851,231,35-39,170949
1852,231,40-44,139323
1853,231,45-49,115650
1854,231,50-54,91013
1855,231,55-59,76245
1856,231,60-64,80513
1857,231,65-69,56516
1858,231,70-74,41966
1859,231,75-79,18019
1860,231,80+,23117
1861,231,Age not stated,5559
1862,232,All ages,1706352
1863,232,0-4,192981
1864,232,5-9,237779
1865,232,10-14,225520
1866,232,15-19,166539
1867,232,20-24,129313
1868,232,25-29,122622
1869,232,30-34,112922
1870,232,35-39,105376
1871,232,40-44,86586
1872,232,45-49,70488
1873,232,50-54,56729
1874,232,55-59,49721
1875,232,60-64,54583
1876,232,65-69,38435
1877,232,70-74,27892
1878,232,75-79,12020
1879,232,80+,14618
1880,232,Age not stated,2228
1881,233,All ages,1626384
1882,233,0-4,196895
1883,233,5-9,239251
1884,233,10-14,218916
1885,233,15-19,150967
1886,233,20-24,118335
1887,233,25-29,114938
1888,233,30-34,105874
1889,233,35-39,99836
1890,233,40-44,80156
1891,233,45-49,67547
1892,233,50-54,51724
1893,233,55-59,45496
1894,233,60-64,47472
1895,233,65-69,33505
1896,233,70-74,24287
1897,233,75-79,10630
1898,233,80+,13694
1899,233,Age not stated,6861
1900,234,All ages,2959918
1901,234,0-4,333287
1902,234,5-9,412348
1903,234,10-14,395233
1904,234,15-19,276877
1905,234,20-24,233349
1906,234,25-29,224080
1907,234,30-34,206885
1908,234,35-39,188611
1909,234,40-44,153421
1910,234,45-49,124825
1911,234,50-54,95834
1912,234,55-59,80812
1913,234,60-64,86526
1914,234,65-69,61081
1915,234,70-74,43420
1916,234,75-79,17579
1917,234,80+,21941
1918,234,Age not stated,3809
1919,235,All ages,2540073
1920,235,0-4,299908
1921,235,5-9,361997
1922,235,10-14,342722
1923,235,15-19,236024
1924,235,20-24,195979
1925,235,25-29,190339
1926,235,30-34,175944
1927,235,35-39,158962
1928,235,40-44,126378
1929,235,45-49,103287
1930,235,50-54,78030
1931,235,55-59,65837
1932,235,60-64,72417
1933,235,65-69,52112
1934,235,70-74,36891
1935,235,75-79,15631
1936,235,80+,20030
1937,235,Age not stated,7585
1938,236,All ages,4391418
1939,236,0-4,519149
1940,236,5-9,621633
1941,236,10-14,575742
1942,236,15-19,408426
1943,236,20-24,353243
1944,236,25-29,331833
1945,236,30-34,294317
1946,236,35-39,261826
1947,236,40-44,209383
1948,236,45-49,171104
1949,236,50-54,129302
1950,236,55-59,108584
1951,236,60-64,112372
1952,236,65-69,77706
1953,236,70-74,54164
1954,236,75-79,22847
1955,236,80+,32358
1956,236,Age not stated,107429
1957,237,All ages,2219146
1958,237,0-4,254440
1959,237,5-9,329452
1960,237,10-14,301634
1961,237,15-19,211784
1962,237,20-24,178115
1963,237,25-29,165356
1964,237,30-34,148373
1965,237,35-39,133664
1966,237,40-44,111103
1967,237,45-49,92488
1968,237,50-54,70521
1969,237,55-59,58769
1970,237,60-64,59934
1971,237,65-69,41451
1972,237,70-74,30238
1973,237,75-79,12114
1974,237,80+,15778
1975,237,Age not stated,3932
1976,238,All ages,1760405
1977,238,0-4,215719
1978,238,5-9,252733
1979,238,10-14,226568
1980,238,15-19,158297
1981,238,20-24,143841
1982,238,25-29,138761
1983,238,30-34,122841
1984,238,35-39,109959
1985,238,40-44,87198
1986,238,45-49,72054
1987,238,50-54,56018
1988,238,55-59,46921
1989,238,60-64,50011
1990,238,65-69,33429
1991,238,70-74,22315
1992,238,75-79,8145
1993,238,80+,10177
1994,238,Age not stated,5418
1995,239,All ages,1125313
1996,239,0-4,130682
1997,239,5-9,160848
1998,239,10-14,149896
1999,239,15-19,100927
2000,239,20-24,87943
2001,239,25-29,83948
2002,239,30-34,79563
2003,239,35-39,70619
2004,239,40-44,57880
2005,239,45-49,46520
2006,239,50-54,35400
2007,239,55-59,29820
2008,239,60-64,33159
2009,239,65-69,23872
2010,239,70-74,16833
2011,239,75-79,7108
2012,239,80+,8914
2013,239,Age not stated,1381
2014,240,All ages,700843
2015,240,0-4,85007
2016,240,5-9,99543
2017,240,10-14,93731
2018,240,15-19,62584
2019,240,20-24,53198
2020,240,25-29,50385
2021,240,30-34,48146
2022,240,35-39,43217
2023,240,40-44,35673
2024,240,45-49,28995
2025,240,50-54,22593
2026,240,55-59,19159
2027,240,60-64,21182
2028,240,65-69,15062
2029,240,70-74,10835
2030,240,75-79,4466
2031,240,80+,5253
2032,240,Age not stated,1814
2033,400,All ages,658917
2034,400,0-4,65943
2035,400,5-9,71384
2036,400,10-14,73306
2037,400,15-19,67899
2038,400,20-24,65971
2039,400,25-29,55078
2040,400,30-34,45982
2041,400,35-39,43961
2042,400,40-44,38623
2043,400,45-49,36456
2044,400,50-54,28328
2045,400,55-59,21001
2046,400,60-64,16812
2047,400,65-69,11450
2048,400,70-74,8247
2049,400,75-79,3622
2050,400,80+,4613
2051,400,Age not stated,241
2052,401,All ages,2359886
2053,401,0-4,257859
2054,401,5-9,290067
2055,401,10-14,281136
2056,401,15-19,223980
2057,401,20-24,207910
2058,401,25-29,180484
2059,401,30-34,157419
2060,401,35-39,153418
2061,401,40-44,133845
2062,401,45-49,117233
2063,401,50-54,88219
2064,401,55-59,71932
2065,401,60-64,71792
2066,401,65-69,51345
2067,401,70-74,35129
2068,401,75-79,15164
2069,401,80+,21496
2070,401,Age not stated,1458
2071,402,All ages,851669
2072,402,0-4,85219
2073,402,5-9,89131
2074,402,10-14,92491
2075,402,15-19,81408
2076,402,20-24,75792
2077,402,25-29,64924
2078,402,30-34,55545
2079,402,35-39,57054
2080,402,40-44,53075
2081,402,45-49,48781
2082,402,50-54,37499
2083,402,55-59,31069
2084,402,60-64,29196
2085,402,65-69,20853
2086,402,70-74,14644
2087,402,75-79,7064
2088,402,80+,7775
2089,402,Age not stated,149
2090,403,All ages,1493984
2091,403,0-4,136458
2092,403,5-9,145775
2093,403,10-14,157382
2094,403,15-19,145101
2095,403,20-24,137385
2096,403,25-29,119857
2097,403,30-34,109396
2098,403,35-39,109687
2099,403,40-44,96915
2100,403,45-49,82259
2101,403,50-54,62409
2102,403,55-59,50697
2103,403,60-64,50742
2104,403,65-69,37469
2105,403,70-74,26137
2106,403,75-79,12340
2107,403,80+,13694
2108,403,Age not stated,281
2109,404,All ages,1206640
2110,404,0-4,119567
2111,404,5-9,126139
2112,404,10-14,134493
2113,404,15-19,124859
2114,404,20-24,121363
2115,404,25-29,103287
2116,404,30-34,86470
2117,404,35-39,82981
2118,404,40-44,75247
2119,404,45-49,64781
2120,404,50-54,49277
2121,404,55-59,36495
2122,404,60-64,30741
2123,404,65-69,21069
2124,404,70-74,14722
2125,404,75-79,6411
2126,404,80+,8244
2127,404,Age not stated,494
2128,405,All ages,1619707
2129,405,0-4,154011
2130,405,5-9,172880
2131,405,10-14,189918
2132,405,15-19,182341
2133,405,20-24,150923
2134,405,25-29,125041
2135,405,30-34,109567
2136,405,35-39,104795
2137,405,40-44,92524
2138,405,45-49,76286
2139,405,50-54,58218
2140,405,55-59,48637
2141,405,60-64,54244
2142,405,65-69,42256
2143,405,70-74,29858
